BE No,BE Date,Job No,HAWB/HBL No,AWB/BL No.,Type Of B/E,No Of Pkgs,Unit,Invoice Number,
9525109,16-Apr-2025,IR/49768/25-26,AAI0034186,91018002040,SEZ-T,3,PKG,"6730252, 6730267",
9527400,16-Apr-2025,IR/49769/25-26,F571812,61841617531,SEZ-T,2,PKG,6885587,
9526018,16-Apr-2025,IR/49770/25-26,AAI0034190,91018002062,SEZ-T,3,PKG,"6730250, 6730258",
9530600,16-Apr-2025,IR/49771/25-26,DEBER2145901,MEDUVM901934,Home,41,PLT,65368328,
9599654,19-Apr-2025,IR/49772/25-26,NSA000031447,RTM1501839,Home,6,PLT,1005744430,
9796323,30-Apr-2025,IR/49773/25-26,,249615257,Home,205,PKG,CI0000345727,
9525749,16-Apr-2025,IR/49774/25-26,F523973,23210556674,SEZ-T,1,PKG,6886291,
9521846,16-Apr-2025,IR/49775/25-26,FRA27773654,17608110012,Home,98,PKG,"99-00870593, 99-00870610",
9524572,16-Apr-2025,IR/49776/25-26,FRA27773651,17608109695,Home,77,PKG,"99-00870426, 99-00870638, 99-00870718",
9525135,16-Apr-2025,IR/49777/25-26,FRA27773761,17608110045,Home,9,PKG,"99-00870484, 99-00870955",
9526214,16-Apr-2025,IR/49778/25-26,FRA27773652,17608110001,Home,18,PKG,"99-00870639, 99-00870716",
9741720,28-Apr-2025,IR/49779/25-26,F571920,61841617483,SEZ-T,5,PKG,6729322,
9662472,23-Apr-2025,IR/49780/25-26,VIS82001494,09809050576,Home,6,PKG,"395749814, 395749808, 395749810, 395749811, 395749813, 395749805",
9534010,17-Apr-2025,IR/49781/25-26,F571976,17608001910,SEZ-T,4,PKG,6732558,
9625347,21-Apr-2025,IR/49782/25-26,F571944,17608001910,SEZ-T,3,PKG,6732559,
9559168,18-Apr-2025,IR/49783/25-26,KYNSAG2500682,HASLC07250303055,Home,1,PLT,CI25020005,
9624985,21-Apr-2025,IR/49787/25-26,AAI0034187,91018002051,SEZ-T,5,PKG,6729300,
9680626,24-Apr-2025,IR/49788/25-26,F571532,17608002665,SEZ-T,6,PKG,"6729318, 6732555",
9623668,21-Apr-2025,IR/49789/25-26,AAI0034185,91018002040,SEZ-T,4,PKG,6729298,
9625060,21-Apr-2025,IR/49790/25-26,AAI0034189,91018002062,SEZ-T,4,PKG,6729299,
9559233,18-Apr-2025,IR/49791/25-26,NSA000034042,SCJUA3434296AA,Home,3,PLT,1005784245,
9549336,17-Apr-2025,IR/49792/25-26,F524642,21703646871,SEZ-T,5,PKG,"993991, 993992, 993993, 993994, 993995",
9597761,19-Apr-2025,IR/49785/25-26,GXPEW25031082,HASLC01250316470,Home,3,PLT,ADSNI202509,
9598240,19-Apr-2025,IR/49786/25-26,GXPEW25031468,HASLC01250316470,Home,18,PLT,ADSNI202508,
9638495,22-Apr-2025,IR/49793/25-26,BCN00112967,23503271004,Home,1,PKG,386134834,
9596637,19-Apr-2025,IR/49794/25-26,,S2500962111,Home,940,CTN,"15269421-1, 15269412-2, 15265614-2",
9551462,17-Apr-2025,IR/49795/25-26,S2501029658,02030662144,Home,5,PKG,99-00870431,
9551449,17-Apr-2025,IR/49796/25-26,FRA27773626,09809050554,Home,1,PKG,99-00870430,
9552017,17-Apr-2025,IR/49797/25-26,S2501029877,15701109743,Home,19,PKG,99-00870632,
9552488,17-Apr-2025,IR/49798/25-26,S2501029879,15701109732,Home,22,PKG,99-00870631,
9552486,17-Apr-2025,IR/49799/25-26,S2501029880,15701109776,Home,22,PKG,99-00870630,
9627639,21-Apr-2025,IR/49800/25-26,F571575,21703963735,SEZ-T,5,PKG,6732562,
9552765,17-Apr-2025,IR/49801/25-26,S2501029875,15701109765,Home,22,PKG,99-00870629,
9552763,17-Apr-2025,IR/49802/25-26,S2501029878,15701109754,Home,600,PKG,99-00870618,
9552997,17-Apr-2025,IR/49803/25-26,S2501029659,15703783603,Home,9,PKG,"99-00870428, 99-00870619",
9559144,18-Apr-2025,IR/49804/25-26,S2500987242,039FX17355,Home,6,PLT,"15269755-1, 15270686-1",
9624227,21-Apr-2025,IR/49805/25-26,F524684,21703646871,SEZ-T,5,PKG,"993983, 993985, 993987, 993989, 993990",
9638675,22-Apr-2025,IR/49806/25-26,KSF39000461,15703785736,Home,5,PKG,5314321095,
9758167,28-Apr-2025,IR/49807/25-26,F571478,21703963735,SEZ-T,6,PKG,"6729325, 6735194",
9679545,24-Apr-2025,IR/49808/25-26,F571898,61841617586,SEZ-T,5,PKG,6732316,
2562286,10-Jun-2025,IR/49809/25-26,F571448,17608001910,SEZ-T,4,PKG,6735241,
9741723,28-Apr-2025,IR/49810/25-26,F571595,21703963761,SEZ-T,5,PKG,"6729326, 6730520",
9741722,28-Apr-2025,IR/49811/25-26,F571885,21703963761,SEZ-T,5,PKG,6729323,
9620045,21-Apr-2025,IR/49812/25-26,VIS82001519,17677703695,Home,10,PKG,"395753306, 395753307",
9554131,17-Apr-2025,IR/49813/25-26,SIN0484908,23210554003,Home,2,PKG,"127579-21408075, 127720-21408077, 127896-21408079, 127986-21408082, 128268-21408094",
9597765,19-Apr-2025,IR/49814/25-26,83257755,ONEYJKTF20687300,Home,7,PKG,CID/2025/0088/88,
9881621,05-May-2025,IR/49815/25-26,SIN76028730,23210555156,SEZ-T,5,PKG,"6730297, 6730481",
9881618,05-May-2025,IR/49816/25-26,F607890,17605524960,SEZ-T,4,PKG,6875235,
9650565,23-Apr-2025,IR/49817/25-26,F571662,17605524956,SEZ-T,1,PKG,6886634,
9741713,28-Apr-2025,IR/49818/25-26,F571867,17605524956,SEZ-T,1,PKG,6886452,
9644411,22-Apr-2025,IR/49819/25-26,SIN76028849,23210555171,SEZ-Z,5,PKG,6729307,
9654230,23-Apr-2025,IR/49820/25-26,SIN76028848,23210555193,SEZ-Z,1,PKG,6732314,
9877021,05-May-2025,IR/49821/25-26,F571770,17605525030,SEZ-T,4,PKG,"6733472, 6735243",
9654232,23-Apr-2025,IR/49822/25-26,SIN76028847,23210555193,SEZ-Z,3,PKG,6730475,
9597762,19-Apr-2025,IR/49784/25-26,GXPEW25031470,HASLC01250316470,Home,18,PLT,ADSNI202507,
9741715,28-Apr-2025,IR/49823/25-26,F571609,17605524956,SEZ-T,5,PKG,6732557,
9659557,23-Apr-2025,IR/49824/25-26,F607932,17605524960,SEZ-T,3,PKG,6875318,
9877095,05-May-2025,IR/49825/25-26,F607901,17605524960,SEZ-T,4,PKG,6873218,
9679859,24-Apr-2025,IR/49826/25-26,F571897,17605524956,SEZ-T,5,PKG,6732565,
9643610,22-Apr-2025,IR/49827/25-26,F571663,17605525030,SEZ-T,1,PKG,6729308,
9622923,21-Apr-2025,IR/49828/25-26,42J0345921,02019966133,Home,4,PKG,"250315118, 250404859",
9680623,24-Apr-2025,IR/49829/25-26,F572041,17605524960,SEZ-T,1,PKG,6885582,
9821447,02-May-2025,IR/49830/25-26,F571967,61841617704,SEZ-T,3,PKG,"6730282, 6730480",
9589444,19-Apr-2025,IR/49831/25-26,FRA27773754,17608109706,Home,288,PKG,"99-00870427, 99-00870717",
9589440,19-Apr-2025,IR/49832/25-26,FRA27773755,17608110034,Home,10,PKG,"99-00870740, 99-00870959, 99-00871033",
9710724,25-Apr-2025,IR/49833/25-26,ORD0604593,HLCUBSC2502BXGK3,Home,40,PLT,"0619772044, 0619772045",
9710307,25-Apr-2025,IR/49834/25-26,ORD0604597,HLCUBSC2502BXHE3,Home,40,PLT,0619767331,
9847534,03-May-2025,IR/49835/25-26,ORD0604592,HLCUBSC2502BZZR0,Home,40,PLT,"0619445688, 0619787739, 0619787740",
9600882,19-Apr-2025,IR/49836/25-26,250305810129,RTM1503498,In-Bond,81,PLT,"100023208, 100023209",
9647322,22-Apr-2025,IR/49837/25-26,S2501002695,045FX04308,Home,1,PLT,"15268771-1, 15269741-1, 15269781-1",
9847536,03-May-2025,IR/49838/25-26,ORD0604595,HLCUBSC2502BRGS2,Home,40,PLT,0619765332,
9710729,25-Apr-2025,IR/49839/25-26,ORD0604601,HLCUBSC2502CAAC3,Home,40,PLT,0619765769,
9710304,25-Apr-2025,IR/49840/25-26,ORD0604603,HLCUBSC2502CAAT0,Home,40,PLT,0619772043,
9629081,21-Apr-2025,IR/49841/25-26,,PENS2500241,Home,"2,240",CTN,15271800-1,
9629085,21-Apr-2025,IR/49842/25-26,,PENS2500239,Home,"2,200",CTN,15271802-1,
9643398,22-Apr-2025,IR/49843/25-26,FMO00234192,23530534324,Home,1,PKG,4906069,
9644746,22-Apr-2025,IR/49844/25-26,AAI0034286,60784919730,SEZ-Z,2,PKG,6732486,
9623021,21-Apr-2025,IR/49845/25-26,,RTMNSA2500195,Ex-Bond,"1,890",PKG,5950040379,
9623031,21-Apr-2025,IR/49846/25-26,,RTMNSA2500196,Ex-Bond,"2,263",PKG,5950040471,
9638492,22-Apr-2025,IR/49847/25-26,ORD0611620,72478872500,Home,8,PKG,"0620036520, 127720-21409937, 127896-21409947, 127982-21409949, 128268-21409970, 127896-21410460, 128377-21410480, 128377-21410532",
9833115,02-May-2025,IR/49848/25-26,,HOEGZ624SOMU2101,Home,4,UNT,"1230363729, 1230364981, 1230365250, 1230365429",
9833098,02-May-2025,IR/49849/25-26,,HOEGZ624BRMU0101,Home,8,UNT,"1220039581, 1220039602, 1220039603, 1220039604, 1220039619, 1220039620, 1220039622, 1220039629",
9659460,23-Apr-2025,IR/49850/25-26,4840705950,60737913750,SEZ-Z,4,PKG,250408379,
9659453,23-Apr-2025,IR/49851/25-26,4840705951,60737913750,SEZ-Z,4,PKG,250403026,
9659463,23-Apr-2025,IR/49852/25-26,4840706056,60737913750,SEZ-Z,1,PKG,250408800,
2108740,17-May-2025,IR/49853/25-26,,ONEYTYOF48458600,Home,21,CAS,RAD005141901,
9629448,21-Apr-2025,IR/49854/25-26,,EGLV130500017319,Home,863,CTN,"15262375-1, 15264902-1, 15271108-1, 15270013-2",
9656303,23-Apr-2025,IR/49855/25-26,4840706057,60737913750,SEZ-Z,2,PKG,250409803,
9656300,23-Apr-2025,IR/49856/25-26,4840706058,60737913750,SEZ-Z,2,PKG,250408798,
9659465,23-Apr-2025,IR/49857/25-26,4840706059,60737913750,SEZ-Z,2,PKG,250408796,
9629362,21-Apr-2025,IR/49858/25-26,,EGLV130500015987,Home,"2,100",CTN,"15262630-2, 15270013-3",
9647145,22-Apr-2025,IR/49859/25-26,F670768,23210557245,SEZ-Z,2,PKG,6897322,
9647070,22-Apr-2025,IR/49860/25-26,F664894,23210557245,SEZ-Z,1,PKG,6898626,
9647172,22-Apr-2025,IR/49861/25-26,F674665,23210557245,SEZ-Z,1,PKG,6897333,
9642145,22-Apr-2025,IR/49862/25-26,SGSIN0000185491,KMTCSIN3218779,Home,15,PLT,"619928794, 619928795, 619928796",
9780892,29-Apr-2025,IR/49863/25-26,,DEFRA0000097907,Home,20,PKG,65373887,
9681017,24-Apr-2025,IR/49864/25-26,42J0345981,05755423734,Home,1,PKG,250412105,
9711149,25-Apr-2025,IR/49746/25-26,,BKK1224909,Home,14,PLT,LED0125030135,
9711272,25-Apr-2025,IR/49747/25-26,,"BKK1225553, BKK1225555",Home,147,PLT,"LED0125030136, LED25030004",
9680935,24-Apr-2025,IR/49866/25-26,42J0345950,05755423734,Home,1,PKG,250409056,
9681009,24-Apr-2025,IR/49867/25-26,42J0345949,05755423734,Home,1,PKG,250409052,
9660086,23-Apr-2025,IR/49868/25-26,ASST252585,12519366616,Home,1,PKG,28226,
9780995,29-Apr-2025,IR/49869/25-26,DEBER2154191,MEDURM004319,Home,34,PKG,65373374,
9662966,23-Apr-2025,IR/49870/25-26,SIN0484912,23210554025,Home,1,PKG,"620057109, 620057110, 128129-21411520, 128268-21411521, 128377-21411526",
9699002,25-Apr-2025,IR/49871/25-26,F695089,61841617553,SEZ-Z,2,PKG,"6900711, 6900955",
9699005,25-Apr-2025,IR/49872/25-26,F694992,61841617553,SEZ-Z,2,PKG,6900951,
9660275,23-Apr-2025,IR/49873/25-26,VIS82001537,17677704152,Home,1,PKG,395754980,
9660166,23-Apr-2025,IR/49874/25-26,S2501041044,02030662155,Home,13,PKG,"99-00871445, 99-00871691",
9660160,23-Apr-2025,IR/49875/25-26,S2501041045,15703783614,Home,1,PKG,99-00871438,
9681554,24-Apr-2025,IR/49876/25-26,HSFA2504013,61842054224,Home,1,PKG,ZP25-LSP17-0344,
9796318,30-Apr-2025,IR/49877/25-26,SIL20004315,ONEYRICFC6995800,Home,1,CRT,1598185,
9781613,29-Apr-2025,IR/49878/25-26,,BKK1227546,Home,2,PLT,LED0125040091,
9704129,25-Apr-2025,IR/49879/25-26,HAJ00020065,05754926034,Home,1,PKG,5314327324,
9725462,26-Apr-2025,IR/49880/25-26,,EELPKLNSA043612,In-Bond,"1,150",CAS,2025/MIBV/000012,
9782416,29-Apr-2025,IR/49881/25-26,,BKK1227194,Home,1,PKG,LED0125040049,
9849226,03-May-2025,IR/49882/25-26,,BKK1225858,Home,10,PLT,LED0125040089,
9704136,25-Apr-2025,IR/49883/25-26,KSF39000592,17601462963,Home,4,PKG,5314327327,
9781214,29-Apr-2025,IR/49884/25-26,,ONEYPKGF18543400,Home,"1,009",CTN,"871595864, 871595865",
9782417,29-Apr-2025,IR/49885/25-26,,"BKK1227186, BKK1227189, BKK1227198",Home,262,PKG,"LED0125040047, LED0125040048, LED25040001",
2281551,26-May-2025,IR/49886/25-26,SIN76028849,23210555171,SEZ-T,5,PKG,6729307,
9741714,28-Apr-2025,IR/49887/25-26,AAI0034286,60784919730,SEZ-T,2,PKG,6732486,
9741718,28-Apr-2025,IR/49888/25-26,F670768,23210557245,SEZ-T,2,PKG,6897322,
9741716,28-Apr-2025,IR/49889/25-26,F664894,23210557245,SEZ-T,1,PKG,6898626,
9747064,28-Apr-2025,IR/49890/25-26,A13141096825,MUSJEBNSA01566,Home,1,PKG,MFG-140 INV 1B1,
9868972,04-May-2025,IR/49891/25-26,,"BKK1227545, BKK1227547",Home,37,PLT,"LED0125040090, LED25040003",
9911119,07-May-2025,IR/49892/25-26,F674665,23210557245,SEZ-T,1,PKG,6897333,
9800914,30-Apr-2025,IR/49893/25-26,,BKK1225859,Home,21,PKG,"LED0125040050, LED0125040046",
9774374,29-Apr-2025,IR/49894/25-26,OMA91000262,02016760376,Home,1,PKG,0620073361,
9703226,25-Apr-2025,IR/49895/25-26,FRA27774191,17608110104,Home,95,PKG,"99-00871434, 99-00871688, 99-00871894",
9703237,25-Apr-2025,IR/49896/25-26,FRA27774193,17608110093,Home,28,PKG,"99-00871439, 99-00871723, 99-00871896",
9703330,25-Apr-2025,IR/49897/25-26,FRA27774195,17608109721,Home,99,PKG,"99-00871722, 99-00871895, 99-00872547, 99-00871689",
9804590,30-Apr-2025,IR/49898/25-26,,DURNSA97984142876,Home,4,PKG,BSN SA003,
9717202,26-Apr-2025,IR/49899/25-26,VIS82001586,17677703964,Home,7,PKG,"395757767, 395757774",
9721134,26-Apr-2025,IR/49900/25-26,80038877,07402360024,Home,1,PKG,6133424,
9757607,28-Apr-2025,IR/49901/25-26,4840705950,60737913750,SEZ-T,4,PKG,250408379,
9758163,28-Apr-2025,IR/49902/25-26,4840705951,60737913750,SEZ-T,4,PKG,250403026,
9758165,28-Apr-2025,IR/49903/25-26,4840706056,60737913750,SEZ-T,1,PKG,250408800,
9758285,28-Apr-2025,IR/49904/25-26,4840706057,60737913750,SEZ-T,2,PKG,250409803,
9758288,28-Apr-2025,IR/49905/25-26,4840706058,60737913750,SEZ-T,2,PKG,250408798,
9763470,29-Apr-2025,IR/49906/25-26,4840706059,60737913750,SEZ-T,2,PKG,250408796,
9798487,30-Apr-2025,IR/49907/25-26,655400171562,YMJAS450321171,Home,2,BOX,INV2504-005,
9936035,08-May-2025,IR/49908/25-26,SGHS25044366,027F570524,Home,5,UNT,"TR0002775184, TR0002775194, TR0002775240",
9757732,28-Apr-2025,IR/49909/25-26,ORD0611760,72478872511,Home,7,PKG,"0620081112, 0620075340, 128458-21413398, 128403-21413400, 128377-21413402, 128458-21413919, 128403-21413923",
9907232,06-May-2025,IR/49910/25-26,,FRA1038850,Home,20,PKG,99-00863283,
9907236,06-May-2025,IR/49911/25-26,FRA1039249,HLCUHAM2502AZWF9,Home,8,PKG,"99-00865324, 99-00865328",
9743805,28-Apr-2025,IR/49912/25-26,S2501051613,02024553502,Home,20,PKG,99-00871435,
9840838,02-May-2025,IR/49913/25-26,,HOEGY512BRMU0102,Home,37,UNT,"1003637066, 1003637436, 1003637701, 1003641864, 1003643135, 1003643587, 1003644089, 1003644230, 1003646012, 1003646566 ...+27 more",
9841352,02-May-2025,IR/49914/25-26,,HOEGY512SOMU2101,Home,38,UNT,"1230363343, 1230364557, 1230364569, 1230366744, 1230367176, 1230367216, 1230367236, 1230367456, 1230367545, 1230367648 ...+28 more",
9842492,02-May-2025,IR/49915/25-26,,HOEGY512BRMU0101,Home,4,UNT,"1003656116, 1003663780, 1003682868, 1220039611",
9743806,28-Apr-2025,IR/49916/25-26,S2501051614,02024553513,Home,20,PKG,99-00871436,
9743804,28-Apr-2025,IR/49917/25-26,S2501051612,02024553524,Home,20,PKG,99-00871437,
9893080,06-May-2025,IR/49918/25-26,SIN76028848,23210555193,SEZ-T,1,PKG,6732314,
9757610,28-Apr-2025,IR/49919/25-26,SIN76028847,23210555193,SEZ-T,3,PKG,6730475,
9848056,03-May-2025,IR/49920/25-26,ORD0604590,HLCUBSC2502BWHH3,Home,40,PLT,0619624366,
9760006,28-Apr-2025,IR/49921/25-26,S2501045120,SCLCMBNSA01778,Home,4,PLT,"15269060-1, 15270635-1, 15271568-1, 15272551-1, 15273338-1",
9870766,05-May-2025,IR/49922/25-26,F572075,21703963794,SEZ-T,2,PKG,6886575,
9776394,29-Apr-2025,IR/49923/25-26,SHGA02984025,16096008404,Home,2,PKG,TR0002788434,
9785964,30-Apr-2025,IR/49924/25-26,VIS82001635,72478048596,Home,4,PKG,"395760736, 395760738",
9821444,02-May-2025,IR/49925/25-26,F694992,61841617553,SEZ-T,2,PKG,6900951,
9793402,30-Apr-2025,IR/49926/25-26,PIL18163,09880415090,Home,1,PKG,1525005507,
9930499,08-May-2025,IR/49927/25-26,F571772,21703963794,SEZ-T,5,PKG,6729324,
9788158,30-Apr-2025,IR/49928/25-26,VIS82001638,72478048596,Home,2,PKG,"395760742, 395760743",
9835104,02-May-2025,IR/49929/25-26,720023CC4TC,40656516106,Home,1,PKG,309998284,
9796689,30-Apr-2025,IR/49930/25-26,VIS82001659,15701126296,Home,2,PKG,5314332892,
9785394,30-Apr-2025,IR/49931/25-26,,250205810134,Ex-Bond,80,PLT,"100023147, 100023151, 100023152",
9821446,02-May-2025,IR/49932/25-26,F695089,61841617553,SEZ-T,2,PKG,"6900711, 6900955",
9797442,30-Apr-2025,IR/49933/25-26,DUS12024600,17677643823,In-Bond,1,PKG,32398046,
9796192,30-Apr-2025,IR/49934/25-26,FRA27774549,17608109732,Home,73,PKG,"99-00872062, 99-00872364",
9796121,30-Apr-2025,IR/49935/25-26,FRA27774552,17608110266,Home,23,PKG,99-00872366,
9796126,30-Apr-2025,IR/49936/25-26,FRA27774553,17608110270,Home,105,PKG,"99-00872060, 99-00872365",
9796414,30-Apr-2025,IR/49937/25-26,S2501052075,02030662166,Home,4,PKG,99-00871970,
9796408,30-Apr-2025,IR/49938/25-26,S2501052076,15703783625,Home,20,PKG,99-00872061,
9822938,02-May-2025,IR/49939/25-26,4840707801,09801676835,SEZ-Z,1,PKG,250417070,
9822914,02-May-2025,IR/49940/25-26,F722101,17605525343,SEZ-Z,2,PKG,6901079,
9822937,02-May-2025,IR/49941/25-26,4840707717,60738460553,SEZ-Z,3,PKG,250412491,
9902773,06-May-2025,IR/49942/25-26,42J0347115,02019968981,Home,2,PKG,250414171,
9950557,08-May-2025,IR/49943/25-26,508644368WAW,HLCUGDY250237740,Home,25,PKG,1005756859,
9950624,08-May-2025,IR/49944/25-26,508509074WAW,HLCUGDY250240133,Home,43,PKG,1005730264,
9950686,08-May-2025,IR/49945/25-26,508644391WAW,HLCUGDY250240166,Home,43,PKG,1005728314,
9798694,30-Apr-2025,IR/49946/25-26,SIN0484917,23210554040,Home,3,PKG,"128129-21414956, 128268-21414957, 128403-21414958, 128377-21414960, 128458-21414974, 128400-21414977",
9838157,02-May-2025,IR/49947/25-26,KSF39000717,09876918284,Home,12,PKG,"65391206, 5314332883",
9844490,03-May-2025,IR/49948/25-26,EIN0222753,15707697222,Home,26,PKG,INV009138,
9671708,24-Apr-2025,IR/49865/25-26,UB25040611,024F528196,Home,20,PKG,"CI4SO250407, CI4SO250407A",
9880409,05-May-2025,IR/49949/25-26,OMA91000277,02016761780,Home,1,PKG,0620109716,
9910843,07-May-2025,IR/49950/25-26,F775510,07469303360,Home,1,PKG,2960095599,
9832078,02-May-2025,IR/49951/25-26,FRA27774556,02028138073,Home,27,PKG,99-00872067,
9844484,03-May-2025,IR/49952/25-26,FRA27774789,17608110292,Home,2,PKG,99-00872576,
9851637,03-May-2025,IR/49953/25-26,1066591612,02042337061,Home,4,PKG,TR0002787024,
9982589,10-May-2025,IR/49954/25-26,,509098001WAW,Home,8,PKG,1005746389,
9982600,10-May-2025,IR/49955/25-26,,509097989WAW,Home,41,PKG,1005746756,
9844584,03-May-2025,IR/49956/25-26,VIS82001678,15701126296,Home,7,PKG,"395763904, 395763909",
9846034,03-May-2025,IR/49957/25-26,511000762CHI,02016741524,Home,5,PKG,24123,
9854454,03-May-2025,IR/49958/25-26,,SGSIN0000185914,Home,7,PLT,620066961,
9927228,07-May-2025,IR/49959/25-26,OH25020009,MEDUOJ432857,In-Bond,19,PKG,"167980985, 167980986, 167980987, 167980988, 167980989, 167980990, 167980991, 167980992, 167980993",
9881620,05-May-2025,IR/49960/25-26,F607954,21703963794,SEZ-T,5,PKG,6875234,
9879578,05-May-2025,IR/49961/25-26,S2501027639,045FX04309,Home,6,PLT,"IV2504-0075, IV2504-0076",
9981248,10-May-2025,IR/49962/25-26,NSA000035262,SCJUA3434365AA,Home,1,PLT,1005784246,
9908353,06-May-2025,IR/49963/25-26,RFS55923,252598935,Home,51,PKG,250265,
9897848,06-May-2025,IR/49964/25-26,,21703612770,Home,10,PKG,"3416388MHTH241, 10022480MHTH172, 10022480MHTH173",
9899728,06-May-2025,IR/49965/25-26,ORD0611799,72479365591,Home,9,PKG,"0620103889, 126487-21416968, 127720-21416976, 128268-21416992, 128458-21416996, 128403-21416998, 128574-21417019, 128458-21417550",
9891032,06-May-2025,IR/49966/25-26,F722101,17605525343,SEZ-T,2,PKG,6901079,
9930500,08-May-2025,IR/49967/25-26,4840707801,09801676835,SEZ-T,1,PKG,250417070,
9901828,06-May-2025,IR/49968/25-26,AAI0034367,60785388995,SEZ-Z,3,PKG,6874249,
9910606,07-May-2025,IR/49969/25-26,4840707717,60738460553,SEZ-T,3,PKG,250412491,
9950466,08-May-2025,IR/49970/25-26,BKKS2500175,KMTCLCH5162827,Home,"2,042",CTN,"15270782-2, 15270925-1, 15270925-2, 15272969-1, 15273013-1, 15271230-1",
2047500,14-May-2025,IR/49971/25-26,EURFL25410680NSA,OOLU2758101660,Home,1,PKG,ZP25-LSP17-0353,
2057365,14-May-2025,IR/49972/25-26,,A18FA00767,Home,142,PKG,"871616497, 871616498, 871616499",
9946368,08-May-2025,IR/49973/25-26,F813516,15701113836,Home,4,PKG,5314338575,
9982594,10-May-2025,IR/49974/25-26,,KMGMOSAF15706900,Home,7,PKG,293843148,
2009682,12-May-2025,IR/49975/25-26,,TPEB66284,Home,78,PLT,BMS 25-001,
9940918,08-May-2025,IR/49976/25-26,F803781,09876918531,Home,1,PKG,395766411,
9940942,08-May-2025,IR/49977/25-26,F804103,15701113862,Home,4,PKG,"395766349, 395766368, 395766369",
9933538,08-May-2025,IR/49978/25-26,,21703612840,Home,7,PKG,"10022480MHTH174, 3416388MHTH288, 3416506MHTH287",
9946726,08-May-2025,IR/49979/25-26,HAJ00020131,05755430443,Home,5,PKG,"5314338581, 65393394",
9924630,07-May-2025,IR/49980/25-26,S2501065596,02030979826,Home,5,PKG,"99-00873090, 99-00873364",
9924642,07-May-2025,IR/49981/25-26,S2501065597,02030979826,Home,21,PKG,"99-00872834, 99-00873089, 99-00873363",
9924911,07-May-2025,IR/49982/25-26,FRA27774976,17608110163,Home,187,PKG,99-00873081,
9925366,07-May-2025,IR/49983/25-26,FRA27774977,17608110336,Home,70,PKG,99-00873084,
9925571,07-May-2025,IR/49984/25-26,FRA27774971,17608110340,Home,43,PKG,99-00873085,
9989159,10-May-2025,IR/49985/25-26,,JAM2503953,Home,14,BDL,001PLFJY/IV/2025,
9925831,07-May-2025,IR/49986/25-26,FRA27774981,17608110351,Home,76,PKG,99-00873086,
9926346,07-May-2025,IR/49987/25-26,FRA27774978,17608110325,Home,85,PKG,99-00873083,
9926119,07-May-2025,IR/49988/25-26,S2501065700,15703783592,Home,76,PKG,"99-00873082, 99-00873365",
2010957,12-May-2025,IR/49989/25-26,SRGINNSA2504060,252796984,Home,18,CRT,074/AK-MT/IV2025,
9944327,08-May-2025,IR/49990/25-26,SIN0484922,23210554390,Home,2,PKG,"620067124, 128268-21418638, 128403-21418640, 128377-21418641, 128458-21418642, 128574-21418649",
9979177,10-May-2025,IR/49991/25-26,PHL02275499,93276129723,Home,1,PKG,P-ID-127617,
9946538,08-May-2025,IR/49992/25-26,SIN0484921,23210554390,Home,1,PKG,620067125,
9949906,08-May-2025,IR/49993/25-26,,EGLV130500020964,Home,190,CTN,"15266545-2, 15266922-1, 15267637-1, 15269482-2, 15270788-1, 15270941-1, 15273390-1, 15273471-1, 15275445-1",
2020398,13-May-2025,IR/49994/25-26,AAI0034367,60785388995,SEZ-T,3,PKG,6874249,
9950241,08-May-2025,IR/49995/25-26,S2501009919,027F569764,Home,8,PLT,15272051-1,
9941353,08-May-2025,IR/49996/25-26,4840709024,60737914026,Home,4,PKG,250504169,
9982597,10-May-2025,IR/49997/25-26,,HLCUTS12503BCGX6,Home,560,RLS,KT-A27225,
9942316,08-May-2025,IR/49998/25-26,FRA27775076,17604207210,Home,89,PKG,99-00873091,
9982599,10-May-2025,IR/49999/25-26,,EELPKLNSA043819,In-Bond,"1,720",CAS,2025/MIBV/000019,
9974026,09-May-2025,IR/50000/25-26,,EGLV130500020778,Home,537,CTN,15269952-1,
9984457,10-May-2025,IR/50001/25-26,BCN00113186,23530366405,Home,3,PKG,386149086,
9974402,09-May-2025,IR/50002/25-26,S2500934896,COAU7257942270,Home,3,PLT,"15270633-1, 15271285-2, 15271700-1",
2145230,19-May-2025,IR/50003/25-26,FMO16020059,02015408735,Home,1,PKG,IN25.02.002INDJP,
2053743,14-May-2025,IR/50004/25-26,S2501037427,045FX04310,Home,1,PLT,"15269791-1, 15272210-1",
2054496,14-May-2025,IR/50005/25-26,83292977,MUSJKTNSA0112025,Home,6,PKG,CID/2025/0223/29,
9964645,09-May-2025,IR/50006/25-26,FRA27775074,17604331386,Home,34,PKG,99-00873361,
9964985,09-May-2025,IR/50007/25-26,FRA27775067,17608110174,Home,12,PKG,99-00873359,
9965289,09-May-2025,IR/50008/25-26,FRA27775073,17604331375,Home,21,PKG,99-00873358,
9965820,09-May-2025,IR/50009/25-26,FRA27775075,17604331390,Home,66,PKG,99-00873360,
9966199,09-May-2025,IR/50010/25-26,FRA27775071,17604331364,Home,15,PKG,"99-00873356, 99-00873379",
2009381,12-May-2025,IR/50011/25-26,MAD23517409,15701808914,Home,7,PKG,386149989,
9966690,09-May-2025,IR/50012/25-26,FRA27775069,17604331353,Home,48,PKG,99-00873357,
2009102,12-May-2025,IR/50013/25-26,OMA91000097,02016763036,Home,1,PKG,"0620149610, 0620149611",
